Panel,Serial Number,Point,Date,Time,Measurement Temp,CAD Model,Coordinate System,X Ist,Y Ist,Z Ist
53,01-011531,V2,2024-01-05 00:00:00,13:49:00,11.0,20240105_Group_03_10Grad_big_Plus_V-X_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-1937.2,1568.41,-3146.37
53,01-011531,V3,2024-01-05 00:00:00,13:49:00,11.0,20240105_Group_03_10Grad_big_Plus_V-X_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-1429.76,1123.92,-3155.73
53,01-011531,V4,2024-01-05 00:00:00,13:49:00,11.0,20240105_Group_03_10Grad_big_Plus_V-X_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-1436.17,1549.8,-3146.74
53,01-011531,V5,2024-01-05 00:00:00,13:49:00,11.0,20240105_Group_03_10Grad_big_Plus_V-X_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-1682.55,1339.56,-3151.98
54,01-011541,V1,2024-01-02 00:00:00,11:49:00,11.4,20231222_Group_01_10Deg_small_Plus_Tool-V03.STEP,Nominal-Frame_Rot-Y_-26.565051,-1927.31,450.02,-3164.4
54,01-011541,V2,2024-01-02 00:00:00,11:49:00,11.4,20231222_Group_01_10Deg_small_Plus_Tool-V03.STEP,Nominal-Frame_Rot-Y_-26.565051,-1931.98,896.93,-3159.52
54,01-011541,V3,2024-01-02 00:00:00,11:49:00,11.4,20231222_Group_01_10Deg_small_Plus_Tool-V03.STEP,Nominal-Frame_Rot-Y_-26.565051,-1435.29,454.82,-3164.13
54,01-011541,V4,2024-01-02 00:00:00,11:49:00,11.4,20231222_Group_01_10Deg_small_Plus_Tool-V03.STEP,Nominal-Frame_Rot-Y_-26.565051,-1431.21,894.65,-3159.38
54,01-011541,V5,2024-01-02 00:00:00,11:49:00,11.4,20231222_Group_01_10Deg_small_Plus_Tool-V03.STEP,Nominal-Frame_Rot-Y_-26.565051,-1673.03,668.88,-3162.7
55,01-011551,V1,2024-01-02 00:00:00,10:54:00,10.8,20231222_Group_01_10Deg_small_Plus_Tool-V03.STEP,Nominal-Frame_Rot-Y_-26.565051,-1932.06,-221.45,-3165.61
55,01-011551,V2,2024-01-02 00:00:00,10:54:00,10.8,20231222_Group_01_10Deg_small_Plus_Tool-V03.STEP,Nominal-Frame_Rot-Y_-26.565051,-1932.96,220.87,-3165.62
55,01-011551,V3,2024-01-02 00:00:00,10:54:00,10.8,20231222_Group_01_10Deg_small_Plus_Tool-V03.STEP,Nominal-Frame_Rot-Y_-26.565051,-1429.61,-213.56,-3165.41
55,01-011551,V4,2024-01-02 00:00:00,10:54:00,10.8,20231222_Group_01_10Deg_small_Plus_Tool-V03.STEP,Nominal-Frame_Rot-Y_-26.565051,-1432.84,210.24,-3165.4
55,01-011551,V5,2024-01-02 00:00:00,10:54:00,10.8,20231222_Group_01_10Deg_small_Plus_Tool-V03.STEP,Nominal-Frame_Rot-Y_-26.565051,-1682.07,2.37,-3166.28
56,01-011561,V1,2024-01-04 00:00:00,10:20:00,11.0,20231222_Group_01_10Deg_small_Plus_Tool-V03_Korrigiert,Nominal-Frame_Rot-Y_-26.565051,-1925.96,-888.73,-3159.69
56,01-011561,V2,2024-01-04 00:00:00,10:20:00,11.0,20231222_Group_01_10Deg_small_Plus_Tool-V03_Korrigiert,Nominal-Frame_Rot-Y_-26.565051,-1926.94,-444.52,-3164.43
56,01-011561,V3,2024-01-04 00:00:00,10:20:00,11.0,20231222_Group_01_10Deg_small_Plus_Tool-V03_Korrigiert,Nominal-Frame_Rot-Y_-26.565051,-1429.03,-889.75,-3159.46
56,01-011561,V4,2024-01-04 00:00:00,10:20:00,11.0,20231222_Group_01_10Deg_small_Plus_Tool-V03_Korrigiert,Nominal-Frame_Rot-Y_-26.565051,-1425.67,-450.78,-3164.13
56,01-011561,V5,2024-01-04 00:00:00,10:20:00,11.0,20231222_Group_01_10Deg_small_Plus_Tool-V03_Korrigiert,Nominal-Frame_Rot-Y_-26.565051,-1676.17,-671.3,-3162.68
57,01-011571,V1,2024-01-04 00:00:00,13:01:00,11.4,20240104_Pnl_57_58_10Deg_Tool-V03_,Nominal-Frame_Rot-Y_-26.565051,-1930.55,-1562.63,-3146.53
57,01-011571,V2,2024-01-04 00:00:00,13:01:00,11.4,20240104_Pnl_57_58_10Deg_Tool-V03_,Nominal-Frame_Rot-Y_-26.565051,-1934.04,-1122.59,-3155.9
57,01-011571,V3,2024-01-04 00:00:00,13:01:00,11.4,20240104_Pnl_57_58_10Deg_Tool-V03_,Nominal-Frame_Rot-Y_-26.565051,-1430.74,-1556.98,-3146.51
57,01-011571,V4,2024-01-04 00:00:00,13:01:00,11.4,20240104_Pnl_57_58_10Deg_Tool-V03_,Nominal-Frame_Rot-Y_-26.565051,-1432.9,-1119.16,-3155.78
57,01-011571,V5,2024-01-04 00:00:00,13:01:00,11.4,20240104_Pnl_57_58_10Deg_Tool-V03_,Nominal-Frame_Rot-Y_-26.565051,-1686.44,-1338.4,-3152.01
58,01-011581,V1,2024-01-04 00:00:00,14:35:00,11.6,20240104_Pnl_57_58_10Deg_Tool-V03_,Nominal-Frame_Rot-Y_-26.565051,-1934.73,-2227.37,-3126.69
58,01-011581,V2,2024-01-04 00:00:00,14:35:00,11.6,20240104_Pnl_57_58_10Deg_Tool-V03_,Nominal-Frame_Rot-Y_-26.565051,-1927.85,-1790.55,-3140.5
58,01-011581,V3,2024-01-04 00:00:00,14:35:00,11.6,20240104_Pnl_57_58_10Deg_Tool-V03_,Nominal-Frame_Rot-Y_-26.565051,-1428.88,-2230.81,-3126.52
58,01-011581,V4,2024-01-04 00:00:00,14:35:00,11.6,20240104_Pnl_57_58_10Deg_Tool-V03_,Nominal-Frame_Rot-Y_-26.565051,-1435.7,-1796.4,-3140.21
58,01-011581,V5,2024-01-04 00:00:00,14:35:00,11.6,20240104_Pnl_57_58_10Deg_Tool-V03_,Nominal-Frame_Rot-Y_-26.565051,-1687.83,-2014.96,-3134.09
59,01-011591,V1,2024-01-04 00:00:00,15:01:00,11.6,20240104_Group_02_10Grad_big_Plus_H-Y_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-1925.73,-2906.88,-3099.8
59,01-011591,V2,2024-01-04 00:00:00,15:01:00,11.6,20240104_Group_02_10Grad_big_Plus_H-Y_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-1925.99,-2466.15,-3118.05
59,01-011591,V3,2024-01-04 00:00:00,15:01:00,11.6,20240104_Group_02_10Grad_big_Plus_H-Y_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-1424.99,-2903.5,-3099.89
59,01-011591,V4,2024-01-04 00:00:00,15:01:00,11.6,20240104_Group_02_10Grad_big_Plus_H-Y_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-1431.1,-2463.49,-3118.06
59,01-011591,V5,2024-01-04 00:00:00,15:01:00,11.6,20240104_Group_02_10Grad_big_Plus_H-Y_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-1674.65,-2677.62,-3109.96
61,01-011611,V1,2024-01-18 00:00:00,12:12:00,6.6,20240117_Pnl_61_62_63_64_5Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-1181.96,2466.03,-3116.79
61,01-011611,V2,2024-01-18 00:00:00,12:12:00,6.6,20240117_Pnl_61_62_63_64_5Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-1179.89,2901.37,-3098.86
61,01-011611,V3,2024-01-18 00:00:00,12:12:00,6.6,20240117_Pnl_61_62_63_64_5Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-681.1,2469.51,-3111.97
61,01-011611,V4,2024-01-18 00:00:00,12:12:00,6.6,20240117_Pnl_61_62_63_64_5Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-684.98,2905.88,-3094.17
61,01-011611,V5,2024-01-18 00:00:00,12:12:00,6.6,20240117_Pnl_61_62_63_64_5Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-937.64,2685.05,-3106.2
63,01-011631,V1,2024-01-18 00:00:00,10:47:00,6.0,20240117_Pnl_61_62_63_64_5Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-1182.49,1115.98,-3154.59
63,01-011631,V2,2024-01-18 00:00:00,10:47:00,6.0,20240117_Pnl_61_62_63_64_5Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-1179.83,1565.31,-3145.06
63,01-011631,V3,2024-01-18 00:00:00,10:47:00,6.0,20240117_Pnl_61_62_63_64_5Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-682.64,1126.36,-3149.5
63,01-011631,V4,2024-01-18 00:00:00,10:47:00,6.0,20240117_Pnl_61_62_63_64_5Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-676.24,1563.92,-3140.2
63,01-011631,V5,2024-01-18 00:00:00,10:47:00,6.0,20240117_Pnl_61_62_63_64_5Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-936.66,1343.62,-3148.11
64,01-011641,V1,2024-01-18 00:00:00,09:48:00,5.6,20240117_Pnl_61_62_63_64_5Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-1181.84,446.88,-3162.87
64,01-011641,V2,2024-01-18 00:00:00,09:48:00,5.6,20240117_Pnl_61_62_63_64_5Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-1178.63,890.27,-3158.13
64,01-011641,V3,2024-01-18 00:00:00,09:48:00,5.6,20240117_Pnl_61_62_63_64_5Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-682.37,445.63,-3157.94
64,01-011641,V4,2024-01-18 00:00:00,09:48:00,5.6,20240117_Pnl_61_62_63_64_5Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-677.04,891.45,-3153.16
64,01-011641,V5,2024-01-18 00:00:00,09:48:00,5.6,20240117_Pnl_61_62_63_64_5Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-934.58,671.85,-3158.82
65,01-011651,V1,2024-01-04 00:00:00,11:40:00,11.4,20231222_Group_01_10Deg_small_Plus_Tool-V03.STEP,Nominal-Frame_Rot-Y_-26.565051,-1170.91,-222.28,-3164.01
65,01-011651,V2,2024-01-04 00:00:00,11:40:00,11.4,20231222_Group_01_10Deg_small_Plus_Tool-V03.STEP,Nominal-Frame_Rot-Y_-26.565051,-1182.48,219.61,-3164.09
65,01-011651,V3,2024-01-04 00:00:00,11:40:00,11.4,20231222_Group_01_10Deg_small_Plus_Tool-V03.STEP,Nominal-Frame_Rot-Y_-26.565051,-678.98,-218.7,-3159.09
65,01-011651,V4,2024-01-04 00:00:00,11:40:00,11.4,20231222_Group_01_10Deg_small_Plus_Tool-V03.STEP,Nominal-Frame_Rot-Y_-26.565051,-682.32,217.96,-3159.13
65,01-011651,V5,2024-01-04 00:00:00,11:40:00,11.4,20231222_Group_01_10Deg_small_Plus_Tool-V03.STEP,Nominal-Frame_Rot-Y_-26.565051,-933.14,1.74,-3162.38
66,01-011661,V1,2024-01-18 00:00:00,14:26:00,7.2,20240118_Pnl_66_67_68_69_5Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-1177.77,-889.65,-3158.16
66,01-011661,V2,2024-01-18 00:00:00,14:26:00,7.2,20240118_Pnl_66_67_68_69_5Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-1186.52,-453.31,-3162.85
66,01-011661,V3,2024-01-18 00:00:00,14:26:00,7.2,20240118_Pnl_66_67_68_69_5Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-684.68,-885.98,-3153.33
66,01-011661,V4,2024-01-18 00:00:00,14:26:00,7.2,20240118_Pnl_66_67_68_69_5Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-680.29,-450.71,-3157.87
66,01-011661,V5,2024-01-18 00:00:00,14:26:00,7.2,20240118_Pnl_66_67_68_69_5Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-932.81,-665.3,-3158.87
71,01-011711,V1,2024-01-25 00:00:00,14:36:00,9.6,20240122_Pnl_74_73_72_71_10Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-435.97,2458.55,-3109
71,01-011711,V2,2024-01-25 00:00:00,14:36:00,9.6,20240122_Pnl_74_73_72_71_10Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-434.18,2900.03,-3091.03
71,01-011711,V3,2024-01-25 00:00:00,14:36:00,9.6,20240122_Pnl_74_73_72_71_10Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,72.84,2467.88,-3099.38
71,01-011711,V4,2024-01-25 00:00:00,14:36:00,9.6,20240122_Pnl_74_73_72_71_10Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,68.81,2901.35,-3081.95
71,01-011711,V5,2024-01-25 00:00:00,14:36:00,9.6,20240122_Pnl_74_73_72_71_10Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-174.84,2687.05,-3095.71
73,01-011731,V1,2024-01-25 00:00:00,11:40:00,8.4,20240122_Pnl_74_73_72_71_10Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-429.2,1120.59,-3145.94
73,01-011731,V2,2024-01-25 00:00:00,11:40:00,8.4,20240122_Pnl_74_73_72_71_10Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-431.49,1559.9,-3136.78
73,01-011731,V3,2024-01-25 00:00:00,11:40:00,8.4,20240122_Pnl_74_73_72_71_10Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,72.82,1121.23,-3136.39
73,01-011731,V4,2024-01-25 00:00:00,11:40:00,8.4,20240122_Pnl_74_73_72_71_10Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,68.32,1560.69,-3127.38
73,01-011731,V5,2024-01-25 00:00:00,11:40:00,8.4,20240122_Pnl_74_73_72_71_10Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-180.5,1341.56,-3137.35
74,01-011741,V1,2024-01-25 00:00:00,10:33:00,8.4,20240122_Pnl_74_73_72_71_10Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-443.22,450.15,-3154.45
74,01-011741,V2,2024-01-25 00:00:00,10:33:00,8.4,20240122_Pnl_74_73_72_71_10Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-439.21,896.09,-3149.66
74,01-011741,V3,2024-01-25 00:00:00,10:33:00,8.4,20240122_Pnl_74_73_72_71_10Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,67.28,446.03,-3144.75
74,01-011741,V4,2024-01-25 00:00:00,10:33:00,8.4,20240122_Pnl_74_73_72_71_10Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,71.03,883.88,-3140.13
74,01-011741,V5,2024-01-25 00:00:00,10:33:00,8.4,20240122_Pnl_74_73_72_71_10Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-183.75,669.77,-3147.96
75,01-011751,V1,2024-01-08 00:00:00,10:45:00,7.2,20240105_Group_03_10Grad_big_Plus_V-X_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-436.74,-222.1,-3155.52
75,01-011751,V2,2024-01-08 00:00:00,10:45:00,7.2,20240105_Group_03_10Grad_big_Plus_V-X_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-426.06,216.06,-3155.38
75,01-011751,V3,2024-01-08 00:00:00,10:45:00,7.2,20240105_Group_03_10Grad_big_Plus_V-X_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,66.04,-231.45,-3145.88
75,01-011751,V4,2024-01-08 00:00:00,10:45:00,7.2,20240105_Group_03_10Grad_big_Plus_V-X_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,61.24,205.23,-3146.09
75,01-011751,V5,2024-01-08 00:00:00,10:45:00,7.2,20240105_Group_03_10Grad_big_Plus_V-X_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,-178.89,-4.6,-3151.33
83,01-011831,V1,2024-01-26 00:00:00,14:08:00,10.2,20240122_Pnl_84_83_82_81_10Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,324.66,1121.45,-3130.48
83,01-011831,V2,2024-01-26 00:00:00,14:08:00,10.2,20240122_Pnl_84_83_82_81_10Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,320.13,1558.03,-3121.6
83,01-011831,V3,2024-01-26 00:00:00,14:08:00,10.2,20240122_Pnl_84_83_82_81_10Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,825.82,1120.12,-3116.57
83,01-011831,V4,2024-01-26 00:00:00,14:08:00,10.2,20240122_Pnl_84_83_82_81_10Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,819.42,1557.97,-3107.85
83,01-011831,V5,2024-01-26 00:00:00,14:08:00,10.2,20240122_Pnl_84_83_82_81_10Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,572.69,1333.64,-3119.94
84,01-011841,V1,2024-01-26 00:00:00,11:26:00,10.2,20240122_Pnl_84_83_82_81_10Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,322.78,448.82,-3138.7
84,01-011841,V2,2024-01-26 00:00:00,11:26:00,10.2,20240122_Pnl_84_83_82_81_10Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,321.53,885.09,-3134.24
84,01-011841,V3,2024-01-26 00:00:00,11:26:00,10.2,20240122_Pnl_84_83_82_81_10Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,818.64,448.07,-3124.86
84,01-011841,V4,2024-01-26 00:00:00,11:26:00,10.2,20240122_Pnl_84_83_82_81_10Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,823.59,887.35,-3120.21
84,01-011841,V5,2024-01-26 00:00:00,11:26:00,10.2,20240122_Pnl_84_83_82_81_10Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,574.49,667.33,-3130.12
85,01-011851,V1,2024-01-08 00:00:00,11:45:00,7.6,20240105_Group_03_10Grad_big_Plus_V-X_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,317.38,-227.05,-3140.03
85,01-011851,V2,2024-01-08 00:00:00,11:45:00,7.6,20240105_Group_03_10Grad_big_Plus_V-X_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,318.3,225.32,-3140.01
85,01-011851,V3,2024-01-08 00:00:00,11:45:00,7.6,20240105_Group_03_10Grad_big_Plus_V-X_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,814.82,-222.92,-3126.15
85,01-011851,V4,2024-01-08 00:00:00,11:45:00,7.6,20240105_Group_03_10Grad_big_Plus_V-X_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,816.07,218.36,-3126.11
85,01-011851,V5,2024-01-08 00:00:00,11:45:00,7.6,20240105_Group_03_10Grad_big_Plus_V-X_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,564.16,-0.1,-3133.86
94,01-011941,V1,2024-01-26 00:00:00,12:20:00,10.2,20240122_Pnl_94_93_92_10Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,1076.29,456.98,-3116.49
94,01-011941,V2,2024-01-26 00:00:00,12:20:00,10.2,20240122_Pnl_94_93_92_10Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,1072.58,887.14,-3112.21
94,01-011941,V3,2024-01-26 00:00:00,12:20:00,10.2,20240122_Pnl_94_93_92_10Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,1565.62,437.02,-3098.85
94,01-011941,V4,2024-01-26 00:00:00,12:20:00,10.2,20240122_Pnl_94_93_92_10Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,1573.51,882.28,-3094.13
94,01-011941,V5,2024-01-26 00:00:00,12:20:00,10.2,20240122_Pnl_94_93_92_10Grad_Tool-V03,Nominal-Frame_Rot-Y_-26.565051,1320.2,668.83,-3106.13
